,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
338,0 days 02:23:07.150000,RUS,63,69.725,59.0,3.0,,,0 days 00:00:17.516000,0 days 00:00:31.166000,0 days 00:00:21.043000,0 days 02:22:14.925000,0 days 02:22:46.091000,0 days 02:23:07.134000,300.0,232.0,277.0,299.0,False,HARD,14.0,True,Mercedes,0 days 02:21:57.425000,2025-06-29 14:28:50.218,1,5.0,False,,False,True
339,0 days 02:24:17.112000,RUS,63,69.962,60.0,3.0,,,0 days 00:00:17.540000,0 days 00:00:31.371000,0 days 00:00:21.051000,0 days 02:23:24.674000,0 days 02:23:56.045000,0 days 02:24:17.096000,297.0,232.0,275.0,298.0,False,HARD,15.0,True,Mercedes,0 days 02:23:07.150000,2025-06-29 14:29:59.943,1,5.0,False,,False,True
340,0 days 02:25:26.982000,RUS,63,69.87,61.0,3.0,,,0 days 00:00:17.492000,0 days 00:00:31.288000,0 days 00:00:21.090000,0 days 02:24:34.588000,0 days 02:25:05.876000,0 days 02:25:26.966000,300.0,230.0,275.0,298.0,False,HARD,16.0,True,Mercedes,0 days 02:24:17.112000,2025-06-29 14:31:09.905,1,5.0,False,,False,True
341,0 days 02:26:36.899000,RUS,63,69.917,62.0,3.0,,,0 days 00:00:17.602000,0 days 00:00:31.283000,0 days 00:00:21.032000,0 days 02:25:44.568000,0 days 02:26:15.851000,0 days 02:26:36.883000,302.0,229.0,275.0,298.0,False,HARD,17.0,True,Mercedes,0 days 02:25:26.982000,2025-06-29 14:32:19.775,1,5.0,False,,False,True
342,0 days 02:27:47.006000,RUS,63,70.107,63.0,3.0,,,0 days 00:00:17.557000,0 days 00:00:31.313000,0 days 00:00:21.237000,0 days 02:26:54.440000,0 days 02:27:25.753000,0 days 02:27:46.990000,301.0,231.0,274.0,298.0,False,HARD,18.0,True,Mercedes,0 days 02:26:36.899000,2025-06-29 14:33:29.692,1,5.0,False,,False,True
343,0 days 02:28:57.179000,RUS,63,70.173,64.0,3.0,,,0 days 00:00:17.688000,0 days 00:00:31.396000,0 days 00:00:21.089000,0 days 02:28:04.678000,0 days 02:28:36.074000,0 days 02:28:57.163000,300.0,229.0,274.0,299.0,False,HARD,19.0,True,Mercedes,0 days 02:27:47.006000,2025-06-29 14:34:39.799,1,5.0,False,,False,True
344,0 days 02:30:07.410000,RUS,63,70.231,65.0,3.0,,,0 days 00:00:17.578000,0 days 00:00:31.441000,0 days 00:00:21.212000,0 days 02:29:14.741000,0 days 02:29:46.182000,0 days 02:30:07.394000,295.0,228.0,273.0,294.0,False,HARD,20.0,True,Mercedes,0 days 02:28:57.179000,2025-06-29 14:35:49.972,1,5.0,False,,False,True
345,0 days 02:31:18.026000,RUS,63,70.616,66.0,3.0,,,0 days 00:00:17.788000,0 days 00:00:31.586000,0 days 00:00:21.242000,0 days 02:30:25.182000,0 days 02:30:56.768000,0 days 02:31:18.010000,,229.0,274.0,291.0,False,HARD,21.0,True,Mercedes,0 days 02:30:07.410000,2025-06-29 14:37:00.203,1,5.0,False,,False,True
346,0 days 02:32:28.531000,RUS,63,70.505,67.0,3.0,,,0 days 00:00:17.759000,0 days 00:00:31.515000,0 days 00:00:21.231000,0 days 02:31:35.769000,0 days 02:32:07.284000,0 days 02:32:28.515000,296.0,230.0,275.0,295.0,False,HARD,22.0,True,Mercedes,0 days 02:31:18.026000,2025-06-29 14:38:10.819,1,5.0,False,,False,True
347,0 days 02:33:38.894000,RUS,63,70.363,68.0,3.0,,,0 days 00:00:17.604000,0 days 00:00:31.636000,0 days 00:00:21.123000,0 days 02:32:46.119000,0 days 02:33:17.755000,0 days 02:33:38.878000,294.0,229.0,275.0,294.0,False,HARD,23.0,True,Mercedes,0 days 02:32:28.531000,2025-06-29 14:39:21.324,1,5.0,False,,False,True
348,0 days 02:34:48.854000,RUS,63,69.96,69.0,3.0,,,0 days 00:00:17.528000,0 days 00:00:31.264000,0 days 00:00:21.168000,0 days 02:33:56.406000,0 days 02:34:27.670000,0 days 02:34:48.838000,302.0,232.0,275.0,302.0,False,HARD,24.0,True,Mercedes,0 days 02:33:38.894000,2025-06-29 14:40:31.687,1,5.0,False,,False,True
349,0 days 02:35:58.674000,RUS,63,69.82,70.0,3.0,,,0 days 00:00:17.494000,0 days 00:00:30.988000,0 days 00:00:21.338000,0 days 02:35:06.332000,0 days 02:35:37.320000,0 days 02:35:58.658000,304.0,231.0,260.0,303.0,False,HARD,25.0,True,Mercedes,0 days 02:34:48.854000,2025-06-29 14:41:41.647,1,5.0,False,,False,True
420,0 days 01:12:37.446000,VER,1,,1.0,1.0,,,,,,,,,,,,,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:11:08.287000,2025-06-29 13:18:01.080,124,,False,,True,False
