Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeSeconds,Race,Year,RoundNumber
0 days 02:27:24.209000,HAM,44,0 days 00:01:21.873000,65.0,3.0,,,0 days 00:00:28.688000,0 days 00:00:32.038000,0 days 00:00:21.147000,0 days 02:26:31.035000,0 days 02:27:03.073000,0 days 02:27:24.220000,291.0,284.0,250.0,,False,SOFT,21.0,False,Ferrari,0 days 02:26:02.336000,2025-10-26 21:32:11.111,1,8.0,False,,False,True,81.873,Mexico City Grand Prix,2025,20
0 days 02:28:45.709000,HAM,44,0 days 00:01:21.500000,66.0,3.0,,,0 days 00:00:28.556000,0 days 00:00:31.794000,0 days 00:00:21.150000,0 days 02:27:52.776000,0 days 02:28:24.570000,0 days 02:28:45.720000,289.0,284.0,250.0,330.0,False,SOFT,22.0,False,Ferrari,0 days 02:27:24.209000,2025-10-26 21:33:32.984,1,8.0,False,,False,True,81.5,Mexico City Grand Prix,2025,20
0 days 02:30:07.544000,HAM,44,0 days 00:01:21.835000,67.0,3.0,,,0 days 00:00:28.770000,0 days 00:00:31.780000,0 days 00:00:21.285000,0 days 02:29:14.490000,0 days 02:29:46.270000,0 days 02:30:07.555000,281.0,282.0,249.0,326.0,False,SOFT,23.0,False,Ferrari,0 days 02:28:45.709000,2025-10-26 21:34:54.484,1,8.0,False,,False,True,81.835,Mexico City Grand Prix,2025,20
0 days 02:31:28.997000,HAM,44,0 days 00:01:21.453000,68.0,3.0,,,0 days 00:00:28.661000,0 days 00:00:31.703000,0 days 00:00:21.089000,0 days 02:30:36.216000,0 days 02:31:07.919000,0 days 02:31:29.008000,288.0,283.0,251.0,328.0,False,SOFT,24.0,False,Ferrari,0 days 02:30:07.544000,2025-10-26 21:36:16.319,1,8.0,False,,False,True,81.453,Mexico City Grand Prix,2025,20
0 days 02:32:50.999000,HAM,44,0 days 00:01:22.002000,69.0,3.0,,,0 days 00:00:28.629000,0 days 00:00:31.683000,0 days 00:00:21.690000,0 days 02:31:57.637000,0 days 02:32:29.320000,0 days 02:32:51.010000,284.0,285.0,248.0,,False,SOFT,25.0,False,Ferrari,0 days 02:31:28.997000,2025-10-26 21:37:37.772,12,8.0,False,,False,True,82.002,Mexico City Grand Prix,2025,20
0 days 02:34:35.586000,HAM,44,0 days 00:01:44.587000,70.0,3.0,,,0 days 00:00:39.338000,0 days 00:00:36.384000,0 days 00:00:28.865000,0 days 02:33:30.348000,0 days 02:34:06.732000,0 days 02:34:35.597000,173.0,189.0,173.0,331.0,False,SOFT,26.0,False,Ferrari,0 days 02:32:50.999000,2025-10-26 21:38:59.774,26,8.0,False,,False,False,104.587,Mexico City Grand Prix,2025,20
0 days 02:36:02.403000,HAM,44,0 days 00:01:26.817000,71.0,3.0,,,0 days 00:00:33.079000,0 days 00:00:32.045000,0 days 00:00:21.693000,0 days 02:35:08.676000,0 days 02:35:40.721000,0 days 02:36:02.414000,294.0,285.0,244.0,300.0,False,SOFT,27.0,False,Ferrari,0 days 02:34:35.586000,2025-10-26 21:40:44.361,671,8.0,False,,False,False,86.817,Mexico City Grand Prix,2025,20
0 days 01:04:01.954000,HAM,44,0 days 00:01:33.973000,4.0,2.0,,,0 days 00:00:19.670000,0 days 00:00:52.585000,0 days 00:00:21.718000,0 days 01:02:47.626000,0 days 01:03:40.211000,0 days 01:04:01.929000,290.0,205.0,210.0,292.0,True,HARD,2.0,True,Ferrari,0 days 01:02:27.981000,2025-11-09 17:08:47.580,4,19.0,False,,False,False,93.973,São Paulo Grand Prix,2025,21
0 days 01:05:46.565000,HAM,44,0 days 00:01:44.611000,5.0,2.0,,,0 days 00:00:30.660000,0 days 00:00:47.953000,0 days 00:00:25.998000,0 days 01:04:32.589000,0 days 01:05:20.542000,0 days 01:05:46.540000,235.0,223.0,290.0,205.0,False,HARD,3.0,True,Ferrari,0 days 01:04:01.954000,2025-11-09 17:10:21.553,41,19.0,False,,False,False,104.611,São Paulo Grand Prix,2025,21
0 days 01:07:06.138000,HAM,44,0 days 00:01:19.573000,6.0,2.0,,,0 days 00:00:21.146000,0 days 00:00:41.409000,0 days 00:00:17.018000,0 days 01:06:07.686000,0 days 01:06:49.095000,0 days 01:07:06.113000,312.0,244.0,315.0,266.0,True,HARD,4.0,True,Ferrari,0 days 01:05:46.565000,2025-11-09 17:12:06.164,12,17.0,False,,False,True,79.573,São Paulo Grand Prix,2025,21
0 days 01:08:51.318000,HAM,44,0 days 00:01:45.180000,7.0,2.0,,,0 days 00:00:37.837000,0 days 00:00:42.939000,0 days 00:00:24.404000,0 days 01:07:43.950000,0 days 01:08:26.889000,0 days 01:08:51.293000,216.0,189.0,263.0,283.0,False,HARD,5.0,True,Ferrari,0 days 01:07:06.138000,2025-11-09 17:13:25.737,26,16.0,False,,False,False,105.18,São Paulo Grand Prix,2025,21
0 days 01:10:29.185000,HAM,44,0 days 00:01:37.867000,8.0,2.0,,,0 days 00:00:27.133000,0 days 00:00:52.565000,0 days 00:00:18.169000,0 days 01:09:18.426000,0 days 01:10:10.991000,0 days 01:10:29.160000,229.0,187.0,323.0,168.0,False,HARD,6.0,True,Ferrari,0 days 01:08:51.318000,2025-11-09 17:15:10.917,671,15.0,False,,False,False,97.867,São Paulo Grand Prix,2025,21
0 days 01:11:44.167000,HAM,44,0 days 00:01:14.982000,9.0,2.0,,,0 days 00:00:19.153000,0 days 00:00:39.042000,0 days 00:00:16.787000,0 days 01:10:48.313000,0 days 01:11:27.355000,0 days 01:11:44.142000,327.0,248.0,332.0,291.0,True,HARD,7.0,True,Ferrari,0 days 01:10:29.185000,2025-11-09 17:16:48.784,1,15.0,False,,False,True,74.982,São Paulo Grand Prix,2025,21
0 days 01:12:59.186000,HAM,44,0 days 00:01:15.019000,10.0,2.0,,,0 days 00:00:19.170000,0 days 00:00:39.184000,0 days 00:00:16.665000,0 days 01:12:03.312000,0 days 01:12:42.496000,0 days 01:12:59.161000,330.0,251.0,338.0,277.0,False,HARD,8.0,True,Ferrari,0 days 01:11:44.167000,2025-11-09 17:18:03.766,1,15.0,False,,False,True,75.019,São Paulo Grand Prix,2025,21
0 days 01:14:15.260000,HAM,44,0 days 00:01:16.074000,11.0,2.0,,,0 days 00:00:19.322000,0 days 00:00:39.702000,0 days 00:00:17.050000,0 days 01:13:18.483000,0 days 01:13:58.185000,0 days 01:14:15.235000,333.0,245.0,328.0,334.0,False,HARD,9.0,True,Ferrari,0 days 01:12:59.186000,2025-11-09 17:19:18.785,1,15.0,False,,False,True,76.074,São Paulo Grand Prix,2025,21
0 days 01:15:30.866000,HAM,44,0 days 00:01:15.606000,12.0,2.0,,,0 days 00:00:19.142000,0 days 00:00:39.269000,0 days 00:00:17.195000,0 days 01:14:34.377000,0 days 01:15:13.646000,0 days 01:15:30.841000,326.0,248.0,329.0,307.0,False,HARD,10.0,True,Ferrari,0 days 01:14:15.260000,2025-11-09 17:20:34.859,1,15.0,False,,False,True,75.606,São Paulo Grand Prix,2025,21
0 days 01:16:47.434000,HAM,44,0 days 00:01:16.568000,13.0,2.0,,,0 days 00:00:19.396000,0 days 00:00:39.972000,0 days 00:00:17.200000,0 days 01:15:50.237000,0 days 01:16:30.209000,0 days 01:16:47.409000,331.0,249.0,316.0,318.0,False,HARD,11.0,True,Ferrari,0 days 01:15:30.866000,2025-11-09 17:21:50.465,1,16.0,False,,False,True,76.568,São Paulo Grand Prix,2025,21
0 days 01:20:54.656000,HAM,44,0 days 00:01:14.273000,16.0,3.0,,,0 days 00:00:19.081000,0 days 00:00:38.096000,0 days 00:00:17.096000,0 days 01:19:59.439000,0 days 01:20:37.535000,0 days 01:20:54.631000,311.0,253.0,308.0,299.0,True,MEDIUM,2.0,True,Ferrari,0 days 01:19:40.383000,2025-11-09 17:25:59.982,1,18.0,False,,False,True,74.273,São Paulo Grand Prix,2025,21
0 days 01:22:09.129000,HAM,44,0 days 00:01:14.473000,17.0,3.0,,,0 days 00:00:19.087000,0 days 00:00:38.366000,0 days 00:00:17.020000,0 days 01:21:13.718000,0 days 01:21:52.084000,0 days 01:22:09.104000,,252.0,307.0,305.0,False,MEDIUM,3.0,True,Ferrari,0 days 01:20:54.656000,2025-11-09 17:27:14.255,1,18.0,False,,False,True,74.473,São Paulo Grand Prix,2025,21
0 days 01:23:23.876000,HAM,44,0 days 00:01:14.747000,18.0,3.0,,,0 days 00:00:19.057000,0 days 00:00:38.634000,0 days 00:00:17.056000,0 days 01:22:28.161000,0 days 01:23:06.795000,0 days 01:23:23.851000,312.0,252.0,311.0,299.0,False,MEDIUM,4.0,True,Ferrari,0 days 01:22:09.129000,2025-11-09 17:28:28.728,1,17.0,False,,False,True,74.747,São Paulo Grand Prix,2025,21
0 days 01:24:39.116000,HAM,44,0 days 00:01:15.240000,19.0,3.0,,,0 days 00:00:19.140000,0 days 00:00:39.109000,0 days 00:00:16.991000,0 days 01:23:42.991000,0 days 01:24:22.100000,0 days 01:24:39.091000,313.0,251.0,312.0,300.0,False,MEDIUM,5.0,True,Ferrari,0 days 01:23:23.876000,2025-11-09 17:29:43.475,1,17.0,False,,False,True,75.24,São Paulo Grand Prix,2025,21
0 days 01:25:55.211000,HAM,44,0 days 00:01:16.095000,20.0,3.0,,,0 days 00:00:19.505000,0 days 00:00:39.352000,0 days 00:00:17.238000,0 days 01:24:58.596000,0 days 01:25:37.948000,0 days 01:25:55.186000,325.0,251.0,313.0,311.0,False,MEDIUM,6.0,True,Ferrari,0 days 01:24:39.116000,2025-11-09 17:30:58.715,1,18.0,False,,False,True,76.095,São Paulo Grand Prix,2025,21
0 days 01:27:10.663000,HAM,44,0 days 00:01:15.452000,21.0,3.0,,,0 days 00:00:19.285000,0 days 00:00:38.944000,0 days 00:00:17.223000,0 days 01:26:14.471000,0 days 01:26:53.415000,0 days 01:27:10.638000,316.0,250.0,310.0,299.0,False,MEDIUM,7.0,True,Ferrari,0 days 01:25:55.211000,2025-11-09 17:32:14.810,1,18.0,False,,False,True,75.452,São Paulo Grand Prix,2025,21
0 days 01:28:26.072000,HAM,44,0 days 00:01:15.409000,22.0,3.0,,,0 days 00:00:19.190000,0 days 00:00:39.123000,0 days 00:00:17.096000,0 days 01:27:29.828000,0 days 01:28:08.951000,0 days 01:28:26.047000,314.0,250.0,312.0,303.0,False,MEDIUM,8.0,True,Ferrari,0 days 01:27:10.663000,2025-11-09 17:33:30.262,1,18.0,False,,False,True,75.409,São Paulo Grand Prix,2025,21
0 days 01:29:42.548000,HAM,44,0 days 00:01:16.476000,23.0,3.0,,,0 days 00:00:19.254000,0 days 00:00:39.985000,0 days 00:00:17.237000,0 days 01:28:45.301000,0 days 01:29:25.286000,0 days 01:29:42.523000,,247.0,311.0,309.0,False,MEDIUM,9.0,True,Ferrari,0 days 01:28:26.072000,2025-11-09 17:34:45.671,1,18.0,False,,False,True,76.476,São Paulo Grand Prix,2025,21
0 days 01:30:58.269000,HAM,44,0 days 00:01:15.721000,24.0,3.0,,,0 days 00:00:19.263000,0 days 00:00:39.137000,0 days 00:00:17.321000,0 days 01:30:01.786000,0 days 01:30:40.923000,0 days 01:30:58.244000,,253.0,310.0,311.0,False,MEDIUM,10.0,True,Ferrari,0 days 01:29:42.548000,2025-11-09 17:36:02.147,1,18.0,False,,False,True,75.721,São Paulo Grand Prix,2025,21
0 days 01:32:14.362000,HAM,44,0 days 00:01:16.093000,25.0,3.0,,,0 days 00:00:19.247000,0 days 00:00:39.363000,0 days 00:00:17.483000,0 days 01:31:17.491000,0 days 01:31:56.854000,0 days 01:32:14.337000,312.0,248.0,310.0,305.0,False,MEDIUM,11.0,True,Ferrari,0 days 01:30:58.269000,2025-11-09 17:37:17.868,1,17.0,False,,False,True,76.093,São Paulo Grand Prix,2025,21
0 days 01:33:30.012000,HAM,44,0 days 00:01:15.650000,26.0,3.0,,,0 days 00:00:19.243000,0 days 00:00:38.899000,0 days 00:00:17.508000,0 days 01:32:33.580000,0 days 01:33:12.479000,0 days 01:33:29.987000,,254.0,311.0,307.0,False,MEDIUM,12.0,True,Ferrari,0 days 01:32:14.362000,2025-11-09 17:38:33.961,1,17.0,False,,False,True,75.65,São Paulo Grand Prix,2025,21
0 days 01:34:45.990000,HAM,44,0 days 00:01:15.978000,27.0,3.0,,,0 days 00:00:19.210000,0 days 00:00:39.522000,0 days 00:00:17.246000,0 days 01:33:49.197000,0 days 01:34:28.719000,0 days 01:34:45.965000,,249.0,310.0,308.0,False,MEDIUM,13.0,True,Ferrari,0 days 01:33:30.012000,2025-11-09 17:39:49.611,1,17.0,False,,False,True,75.978,São Paulo Grand Prix,2025,21
0 days 01:36:01.602000,HAM,44,0 days 00:01:15.612000,28.0,3.0,,,0 days 00:00:19.269000,0 days 00:00:39.101000,0 days 00:00:17.242000,0 days 01:35:05.234000,0 days 01:35:44.335000,0 days 01:36:01.577000,,250.0,310.0,302.0,False,MEDIUM,14.0,True,Ferrari,0 days 01:34:45.990000,2025-11-09 17:41:05.589,1,17.0,False,,False,True,75.612,São Paulo Grand Prix,2025,21
0 days 01:37:17.182000,HAM,44,0 days 00:01:15.580000,29.0,3.0,,,0 days 00:00:19.235000,0 days 00:00:38.981000,0 days 00:00:17.364000,0 days 01:36:20.812000,0 days 01:36:59.793000,0 days 01:37:17.157000,,253.0,311.0,292.0,False,MEDIUM,15.0,True,Ferrari,0 days 01:36:01.602000,2025-11-09 17:42:21.201,1,16.0,False,,False,True,75.58,São Paulo Grand Prix,2025,21
0 days 01:38:32.867000,HAM,44,0 days 00:01:15.685000,30.0,3.0,,,0 days 00:00:19.190000,0 days 00:00:39.206000,0 days 00:00:17.289000,0 days 01:37:36.347000,0 days 01:38:15.553000,0 days 01:38:32.842000,311.0,246.0,310.0,303.0,False,MEDIUM,16.0,True,Ferrari,0 days 01:37:17.182000,2025-11-09 17:43:36.781,1,14.0,False,,False,True,75.685,São Paulo Grand Prix,2025,21
0 days 01:39:48.413000,HAM,44,0 days 00:01:15.546000,31.0,3.0,,,0 days 00:00:19.184000,0 days 00:00:39.175000,0 days 00:00:17.187000,0 days 01:38:52.026000,0 days 01:39:31.201000,0 days 01:39:48.388000,,247.0,309.0,305.0,False,MEDIUM,17.0,True,Ferrari,0 days 01:38:32.867000,2025-11-09 17:44:52.466,1,14.0,False,,False,True,75.546,São Paulo Grand Prix,2025,21
0 days 01:44:04.801000,HAM,44,0 days 00:01:14.832000,34.0,4.0,,,0 days 00:00:19.504000,0 days 00:00:38.583000,0 days 00:00:16.745000,0 days 01:43:09.448000,0 days 01:43:48.031000,0 days 01:44:04.776000,316.0,249.0,324.0,263.0,False,MEDIUM,2.0,False,Ferrari,0 days 01:42:49.969000,2025-11-09 17:49:09.568,1,18.0,False,,False,True,74.832,São Paulo Grand Prix,2025,21
0 days 01:45:18.645000,HAM,44,0 days 00:01:13.844000,35.0,4.0,,,0 days 00:00:18.896000,0 days 00:00:37.945000,0 days 00:00:17.003000,0 days 01:44:23.672000,0 days 01:45:01.617000,0 days 01:45:18.620000,311.0,258.0,308.0,322.0,True,MEDIUM,3.0,False,Ferrari,0 days 01:44:04.801000,2025-11-09 17:50:24.400,1,18.0,False,,False,True,73.844,São Paulo Grand Prix,2025,21
0 days 01:46:32.924000,HAM,44,0 days 00:01:14.279000,36.0,4.0,,,0 days 00:00:19.055000,0 days 00:00:38.230000,0 days 00:00:16.994000,0 days 01:45:37.675000,0 days 01:46:15.905000,0 days 01:46:32.899000,310.0,251.0,307.0,302.0,False,MEDIUM,4.0,False,Ferrari,0 days 01:45:18.645000,2025-11-09 17:51:38.244,1,18.0,False,,False,True,74.279,São Paulo Grand Prix,2025,21
0 days 01:01:30.609000,HAM,44,0 days 00:01:58.576000,2.0,1.0,,,0 days 00:00:30.184000,0 days 00:00:34.510000,0 days 00:00:53.882000,0 days 01:00:02.217000,0 days 01:00:36.727000,0 days 01:01:30.609000,173.0,,283.0,167.0,True,HARD,2.0,True,Ferrari,0 days 00:59:32.033000,2025-11-23 04:05:58.884,126,12.0,False,,False,False,118.576,Las Vegas Grand Prix,2025,22
0 days 01:03:39.790000,HAM,44,0 days 00:02:09.181000,3.0,1.0,,,0 days 00:00:38.263000,0 days 00:00:42.206000,0 days 00:00:48.712000,0 days 01:02:08.872000,0 days 01:02:51.078000,0 days 01:03:39.790000,169.0,,238.0,184.0,False,HARD,3.0,True,Ferrari,0 days 01:01:30.609000,2025-11-23 04:07:57.460,671,12.0,False,,False,False,129.181,Las Vegas Grand Prix,2025,22
0 days 01:05:20.316000,HAM,44,0 days 00:01:40.526000,4.0,1.0,,,0 days 00:00:29.211000,0 days 00:00:33.076000,0 days 00:00:38.239000,0 days 01:04:09.001000,0 days 01:04:42.077000,0 days 01:05:20.316000,177.0,,311.0,334.0,True,HARD,4.0,True,Ferrari,0 days 01:03:39.790000,2025-11-23 04:10:06.641,1,12.0,False,,False,True,100.526,Las Vegas Grand Prix,2025,22
0 days 01:06:57.984000,HAM,44,0 days 00:01:37.668000,5.0,1.0,,,0 days 00:00:28.326000,0 days 00:00:32.654000,0 days 00:00:36.688000,0 days 01:05:48.642000,0 days 01:06:21.296000,0 days 01:06:57.984000,,,318.0,302.0,True,HARD,5.0,True,Ferrari,0 days 01:05:20.316000,2025-11-23 04:11:47.167,1,12.0,False,,False,True,97.668,Las Vegas Grand Prix,2025,22
0 days 01:08:35.510000,HAM,44,0 days 00:01:37.526000,6.0,1.0,,,0 days 00:00:28.114000,0 days 00:00:32.933000,0 days 00:00:36.479000,0 days 01:07:26.098000,0 days 01:07:59.031000,0 days 01:08:35.510000,,,320.0,289.0,True,HARD,6.0,True,Ferrari,0 days 01:06:57.984000,2025-11-23 04:13:24.835,1,12.0,False,,False,True,97.526,Las Vegas Grand Prix,2025,22
0 days 01:10:13.073000,HAM,44,0 days 00:01:37.563000,7.0,1.0,,,0 days 00:00:28.168000,0 days 00:00:33.008000,0 days 00:00:36.387000,0 days 01:09:03.678000,0 days 01:09:36.686000,0 days 01:10:13.073000,178.0,,325.0,318.0,False,HARD,7.0,True,Ferrari,0 days 01:08:35.510000,2025-11-23 04:15:02.361,1,12.0,False,,False,True,97.563,Las Vegas Grand Prix,2025,22
0 days 01:11:51.007000,HAM,44,0 days 00:01:37.934000,8.0,1.0,,,0 days 00:00:28.597000,0 days 00:00:33.029000,0 days 00:00:36.308000,0 days 01:10:41.670000,0 days 01:11:14.699000,0 days 01:11:51.007000,179.0,,321.0,303.0,False,HARD,8.0,True,Ferrari,0 days 01:10:13.073000,2025-11-23 04:16:39.924,1,12.0,False,,False,True,97.934,Las Vegas Grand Prix,2025,22
0 days 01:13:29.263000,HAM,44,0 days 00:01:38.256000,9.0,1.0,,,0 days 00:00:28.283000,0 days 00:00:33.276000,0 days 00:00:36.697000,0 days 01:12:19.290000,0 days 01:12:52.566000,0 days 01:13:29.263000,177.0,,320.0,297.0,False,HARD,9.0,True,Ferrari,0 days 01:11:51.007000,2025-11-23 04:18:17.858,1,12.0,False,,False,True,98.256,Las Vegas Grand Prix,2025,22
0 days 01:15:06.635000,HAM,44,0 days 00:01:37.372000,10.0,1.0,,,0 days 00:00:28.097000,0 days 00:00:32.806000,0 days 00:00:36.469000,0 days 01:13:57.360000,0 days 01:14:30.166000,0 days 01:15:06.635000,178.0,,319.0,284.0,True,HARD,10.0,True,Ferrari,0 days 01:13:29.263000,2025-11-23 04:19:56.114,1,12.0,False,,False,True,97.372,Las Vegas Grand Prix,2025,22
0 days 01:16:43.848000,HAM,44,0 days 00:01:37.213000,11.0,1.0,,,0 days 00:00:27.939000,0 days 00:00:32.950000,0 days 00:00:36.324000,0 days 01:15:34.574000,0 days 01:16:07.524000,0 days 01:16:43.848000,176.0,,305.0,304.0,True,HARD,11.0,True,Ferrari,0 days 01:15:06.635000,2025-11-23 04:21:33.486,1,12.0,False,,False,True,97.213,Las Vegas Grand Prix,2025,22
0 days 01:18:21.221000,HAM,44,0 days 00:01:37.373000,12.0,1.0,,,0 days 00:00:28.290000,0 days 00:00:32.809000,0 days 00:00:36.274000,0 days 01:17:12.138000,0 days 01:17:44.947000,0 days 01:18:21.221000,178.0,,306.0,300.0,False,HARD,12.0,True,Ferrari,0 days 01:16:43.848000,2025-11-23 04:23:10.699,1,12.0,False,,False,True,97.373,Las Vegas Grand Prix,2025,22
0 days 01:20:00.654000,HAM,44,0 days 00:01:39.433000,13.0,1.0,,,0 days 00:00:28.293000,0 days 00:00:33.573000,0 days 00:00:37.567000,0 days 01:18:49.514000,0 days 01:19:23.087000,0 days 01:20:00.654000,,,317.0,298.0,False,HARD,13.0,True,Ferrari,0 days 01:18:21.221000,2025-11-23 04:24:48.072,1,12.0,False,,False,True,99.433,Las Vegas Grand Prix,2025,22
0 days 01:21:37.785000,HAM,44,0 days 00:01:37.131000,14.0,1.0,,,0 days 00:00:27.897000,0 days 00:00:32.655000,0 days 00:00:36.579000,0 days 01:20:28.551000,0 days 01:21:01.206000,0 days 01:21:37.785000,179.0,,320.0,302.0,True,HARD,14.0,True,Ferrari,0 days 01:20:00.654000,2025-11-23 04:26:27.505,1,12.0,False,,False,True,97.131,Las Vegas Grand Prix,2025,22
0 days 01:23:14.719000,HAM,44,0 days 00:01:36.934000,15.0,1.0,,,0 days 00:00:27.902000,0 days 00:00:32.618000,0 days 00:00:36.414000,0 days 01:22:05.687000,0 days 01:22:38.305000,0 days 01:23:14.719000,,,316.0,297.0,True,HARD,15.0,True,Ferrari,0 days 01:21:37.785000,2025-11-23 04:28:04.636,16,12.0,False,,False,False,96.934,Las Vegas Grand Prix,2025,22
0 days 01:25:12.647000,HAM,44,0 days 00:01:57.928000,16.0,1.0,,,0 days 00:00:38.800000,0 days 00:00:42.475000,0 days 00:00:36.653000,0 days 01:23:53.519000,0 days 01:24:35.994000,0 days 01:25:12.647000,118.0,,318.0,287.0,False,HARD,16.0,True,Ferrari,0 days 01:23:14.719000,2025-11-23 04:29:41.570,671,11.0,False,,False,False,117.928,Las Vegas Grand Prix,2025,22
0 days 01:26:49.078000,HAM,44,0 days 00:01:36.431000,17.0,1.0,,,0 days 00:00:27.614000,0 days 00:00:32.437000,0 days 00:00:36.380000,0 days 01:25:40.261000,0 days 01:26:12.698000,0 days 01:26:49.078000,174.0,,323.0,302.0,True,HARD,17.0,True,Ferrari,0 days 01:25:12.647000,2025-11-23 04:31:39.498,1,10.0,False,,False,True,96.431,Las Vegas Grand Prix,2025,22
0 days 01:28:25.719000,HAM,44,0 days 00:01:36.641000,18.0,1.0,,,0 days 00:00:27.781000,0 days 00:00:32.682000,0 days 00:00:36.178000,0 days 01:27:16.859000,0 days 01:27:49.541000,0 days 01:28:25.719000,181.0,,326.0,280.0,False,HARD,18.0,True,Ferrari,0 days 01:26:49.078000,2025-11-23 04:33:15.929,1,10.0,False,,False,True,96.641,Las Vegas Grand Prix,2025,22
0 days 01:30:02.475000,HAM,44,0 days 00:01:36.756000,19.0,1.0,,,0 days 00:00:27.907000,0 days 00:00:32.646000,0 days 00:00:36.203000,0 days 01:28:53.626000,0 days 01:29:26.272000,0 days 01:30:02.475000,,,323.0,298.0,False,HARD,19.0,True,Ferrari,0 days 01:28:25.719000,2025-11-23 04:34:52.570,1,10.0,False,,False,True,96.756,Las Vegas Grand Prix,2025,22
0 days 01:31:39.183000,HAM,44,0 days 00:01:36.708000,20.0,1.0,,,0 days 00:00:28.066000,0 days 00:00:32.581000,0 days 00:00:36.061000,0 days 01:30:30.541000,0 days 01:31:03.122000,0 days 01:31:39.183000,180.0,,317.0,327.0,False,HARD,20.0,True,Ferrari,0 days 01:30:02.475000,2025-11-23 04:36:29.326,1,9.0,False,,False,True,96.708,Las Vegas Grand Prix,2025,22
0 days 01:33:15.320000,HAM,44,0 days 00:01:36.137000,21.0,1.0,,,0 days 00:00:27.651000,0 days 00:00:32.010000,0 days 00:00:36.476000,0 days 01:32:06.834000,0 days 01:32:38.844000,0 days 01:33:15.320000,181.0,,317.0,315.0,True,HARD,21.0,True,Ferrari,0 days 01:31:39.183000,2025-11-23 04:38:06.034,1,8.0,False,,False,True,96.137,Las Vegas Grand Prix,2025,22
0 days 01:34:51.411000,HAM,44,0 days 00:01:36.091000,22.0,1.0,,,0 days 00:00:27.463000,0 days 00:00:32.155000,0 days 00:00:36.473000,0 days 01:33:42.783000,0 days 01:34:14.938000,0 days 01:34:51.411000,183.0,,318.0,315.0,True,HARD,22.0,True,Ferrari,0 days 01:33:15.320000,2025-11-23 04:39:42.171,1,7.0,False,,False,True,96.091,Las Vegas Grand Prix,2025,22
0 days 01:36:27.291000,HAM,44,0 days 00:01:35.880000,23.0,1.0,,,0 days 00:00:27.546000,0 days 00:00:32.067000,0 days 00:00:36.267000,0 days 01:35:18.957000,0 days 01:35:51.024000,0 days 01:36:27.291000,182.0,,320.0,316.0,True,HARD,23.0,True,Ferrari,0 days 01:34:51.411000,2025-11-23 04:41:18.262,1,6.0,False,,False,True,95.88,Las Vegas Grand Prix,2025,22
0 days 01:38:03.278000,HAM,44,0 days 00:01:35.987000,24.0,1.0,,,0 days 00:00:27.523000,0 days 00:00:31.955000,0 days 00:00:36.509000,0 days 01:36:54.814000,0 days 01:37:26.769000,0 days 01:38:03.278000,181.0,,320.0,319.0,False,HARD,24.0,True,Ferrari,0 days 01:36:27.291000,2025-11-23 04:42:54.142,1,6.0,False,,False,True,95.987,Las Vegas Grand Prix,2025,22
0 days 01:39:39.031000,HAM,44,0 days 00:01:35.753000,25.0,1.0,,,0 days 00:00:27.467000,0 days 00:00:32.030000,0 days 00:00:36.256000,0 days 01:38:30.745000,0 days 01:39:02.775000,0 days 01:39:39.031000,183.0,,322.0,322.0,True,HARD,25.0,True,Ferrari,0 days 01:38:03.278000,2025-11-23 04:44:30.129,1,5.0,False,,False,True,95.753,Las Vegas Grand Prix,2025,22
0 days 01:41:14.934000,HAM,44,0 days 00:01:35.903000,26.0,1.0,,,0 days 00:00:27.477000,0 days 00:00:32.078000,0 days 00:00:36.348000,0 days 01:40:06.508000,0 days 01:40:38.586000,0 days 01:41:14.934000,181.0,,323.0,308.0,False,HARD,26.0,True,Ferrari,0 days 01:39:39.031000,2025-11-23 04:46:05.882,1,5.0,False,,False,True,95.903,Las Vegas Grand Prix,2025,22
0 days 01:42:51.109000,HAM,44,0 days 00:01:36.175000,27.0,1.0,,,0 days 00:00:27.530000,0 days 00:00:32.164000,0 days 00:00:36.481000,0 days 01:41:42.464000,0 days 01:42:14.628000,0 days 01:42:51.109000,,,321.0,313.0,False,HARD,27.0,True,Ferrari,0 days 01:41:14.934000,2025-11-23 04:47:41.785,1,5.0,False,,False,True,96.175,Las Vegas Grand Prix,2025,22
0 days 01:44:27.103000,HAM,44,0 days 00:01:35.994000,28.0,1.0,,,0 days 00:00:27.428000,0 days 00:00:32.056000,0 days 00:00:36.510000,0 days 01:43:18.537000,0 days 01:43:50.593000,0 days 01:44:27.103000,183.0,,322.0,296.0,False,HARD,28.0,True,Ferrari,0 days 01:42:51.109000,2025-11-23 04:49:17.960,1,5.0,False,,False,True,95.994,Las Vegas Grand Prix,2025,22
